Operator,Year,Aboard,Fatalities
Private,1913,1,1
US Aerial Mail Service,1918,1,1
US Aerial Mail Service,1919,4,4
Aircraft Transport and Travel,1919,1,1
US Aerial Mail Service,1920,17,14
Latecoere Airlines,1920,4,4
Handley Page Transport,1920,8,4
By Air,1920,1,1
Aeropostale,1920,1,1
West Australian Airways,1921,3,3
US Aerial Mail Service,1921,9,9
Franco-Roumaine,1921,5,5
Aeropostale,1921,4,4
Vickers,1922,3,3
US Aerial Mail Service,1922,1,1
Handley Page Transport,1922,5,5
Grands Express Aeriens,1922,6,6
Daimler Airways / Grands Express Aeriens,1922,7,7
Cie des Messageries Aeriennes,1922,3,3
,1922,21,21
US Aerial Mail Service,1923,5,5
Grands Express Aeriens,1923,7,7
Daimler Airways,1923,6,6
CCCP,1923,4,2
Campagnie France Roumaine,1923,2,2
Amee de l'Air,1923,4,3
US Aerial Mail Service,1924,3,3
SCADTA,1924,3,3
KLM Royal Dutch Airlines,1924,3,3
Imperial Airways,1924,8,8
Grands Express Aeriens,1924,1,1
Zakavia,1925,5,5
US Aerial Mail Service,1925,1,1
Lignes Aeriennes Latecoere,1925,3,3
KLM Royal Dutch Airlines,1925,4,4
Grands Express Aeriens,1925,6,6
CIDNA,1925,4,4
Air Union,1925,2,2
US Aerial Mail Service,1926,1,1
PacifiAir Transport,1926,1,1
KLM Royal Dutch Airlines,1926,2,2
Imperial Airways,1926,12,0
Grands Express Aeriens,1926,3,3
Deutsche Lufthansa,1926,8,8
Deutche Lufthansa,1926,1,1
Compagnie Internationale de Navigation Aérienne,1926,7,7
Air Union,1926,5,5
,1926,5,2
Varney Air Lines,1927,1,1
US Aerial Mail Service,1927,1,1
Reynolds Airways,1927,12,7
Qantas,1927,3,3
National Air Transport,1927,1,1
Lignes Aeriennes Latecoere,1927,2,2
Latecoere Airlines,1927,4,4
KLM Royal Dutch Airlines,1927,13,3
Grands Express Aeriens,1927,1,1
Deutsche Lufthansa,1927,17,15
Colonial Air Transport,1927,5,5
CIDNA,1927,1,1
Air Union,1927,3,1
Aeropostale,1927,3,3
Aero O-Y,1927,6,6
Universal Airlines,1928,3,3
Syndicato Condor,1928,14,14
Sunbeam Air Transport Co.,1928,5,5
Qantas,1928,2,1
National Parks Airways,1928,7,7
National Air Transport,1928,4,4
KLM Royal Dutch Airlines,1928,1,1
Interstate Airlines,1928,4,4
Imperial Airways,1928,4,4
Iberia Airlines,1928,9,9
Ford Air Freight Inc.,1928,2,2
Deutsche Lufthansa,1928,17,14
Continental Air Lines,1928,3,3
Colonial Western Airlines,1928,3,3
CIDNA,1928,6,5
British Columbia Airways,1928,7,7
Boeing Air Transport,1928,4,2
Air Union,1928,4,3
Aeropostale,1928,13,11
Aero O-Y,1928,6,6
,1928,16,16
Varney Air Lines,1929,2,2
Ukvozduchput,1929,1,1
Trans Continental Air Transport,1929,13,13
Skyline Transportation Company,1929,1,1
Pickwick Airways,1929,2,1
Pan American Airways,1929,5,2
Northwest Orient Airlines,1929,8,1
New Standard Airlines,1929,4,4
National Air Transport,1929,1,1
Middle States Airlines,1929,4,4
MALERT,1929,2,2
Imperial Airways,1929,25,17
Deutsche Lufthansa,1929,16,13
Corp. Aeronautica de Transportes,1929,4,4
Continental Air Lines,1929,2,2
Colonial Western Airlines,1929,15,14
Colonial Air Transport,1929,2,2
Bremerton-Seattle Air Taxi / Gorst Air Lines,1929,2,2
Associated Aviators,1929,2,1
Air Union,1929,3,3
Aeropostale,1929,18,16
Aeroespresso,1929,9,2
Aero Lloyd,1929,5,5
Western Canada Airways,1930,3,3
Syndicato Condor,1930,9,1
Sabena,1930,2,2
PacifiAir Transport,1930,3,3
Maddux Airlines,1930,16,16
Imperial Airways,1930,6,3
Embry Riddle Company,1930,1,1
Deutsche Lufthansa,1930,16,13
Cross Airways,1930,5,5
Colonial Air Transport,1930,16,2
China National Aviation Corporation,1930,6,4
Ceskoslovenske Aerolinie,1930,11,10
Central  Airlines,1930,5,5
Canadian Colonial Airways,1930,4,4
Boeing Air Transport,1930,1,1
Alaska-Washington Airways,1930,3,3
Air Union,1930,2,2
Air Orient,1930,3,3
Aeropostale,1930,10,9
Western Canada Airways,1931,3,2
Varney Air Lines,1931,2,2
Union Airways,1931,3,3
Trans Continental and Western Air,1931,8,8
Syndicato Condor,1931,3,3
Sabena,1931,2,2
Rubner Flying Service,1931,3,2
PacifiAir Transport,1931,6,6
"NY, Phil., Washington AW",1931,5,5
National Air Transport,1931,1,1
KLM Royal Dutch Airlines,1931,7,5
Guiena Airways,1931,1,1
Dominion Air Lines,1931,1,1
Deutsche Lufthansa,1931,17,9
CIDNA,1931,7,7
China National Aviation Corporation,1931,3,3
Chicago-Detroit Airways,1931,1,1
Braniff Airways,1931,6,2
Braniff Airlines,1931,2,2
Boeing Air Transport,1931,1,1
Australian National Airways,1931,8,8
Australian Aerial Services,1931,2,2
American Airways,1931,12,11
Air Orient,1931,4,4
Aeropostale,1931,5,3
Varney Air Lines,1932,2,2
Transamerican Airlines,1932,1,1
Transamerica Airlines,1932,1,1
Trans Continental and Western Air,1932,3,3
Panagra,1932,9,9
PacifiAir Transport,1932,3,3
Northwest Airways,1932,1,1
New England Airways,1932,3,3
National Air Transport,1932,1,1
Lloyd Aero Boliviano,1932,2,2
Hunter Airways,1932,2,2
Guinea Airways,1932,2,2
Deutsche Lufthansa,1932,7,7
Century PacifiLines,1932,8,8
Century Air Lines,1932,5,2
Boeing Air Transport,1932,3,2
Bimini Airways,1932,5,5
American Airways,1932,11,10
Air Union,1932,2,1
Air Orient,1932,10,4
Aeropostale,1932,4,4
A B Aerotransport,1932,2,2
Varney Airlines,1933,3,3
United Air Lines,1933,19,14
Union Airways,1933,6,4
Trans Continental and Western Air,1933,6,6
Pan American Grace Airways,1933,2,2
PacifiAir Transport,1933,3,1
National Air Transport,1933,2,2
Kalinin,1933,20,14
Imperial Airways,1933,25,25
Eurasia,1933,4,4
Eastern Air Transport,1933,3,3
Deutsche Lufthansa,1933,10,8
China National Aviation Corporation,1933,8,8
American Airways,1933,2,2
Air Orient,1933,6,6
Air France,1933,2,2
Aeroput,1933,8,8
Aeropostale - La Tecoere Company,1933,6,6
Aeropostale,1933,1,1
United Air Services,1934,4,3
Swissair,1934,12,12
Rapid Air Transport,1934,7,7
Qantas,1934,11,11
Panagra,1934,10,5
Pan American Grace Airlines,1934,15,3
Pan American Airways (Scadta),1934,6,5
KLM Royal Dutch Airlines,1934,7,7
Holyman Airways,1934,11,11
Holdens Air Transport Service,1934,4,2
Deutsche Lufthansa,1934,10,4
Cubana de Aviacion,1934,8,4
China National Aviation Corporation,1934,3,3
Braniff Airlines,1934,1,1
Boeing Aircraft Company,1934,8,8
American Airways,1934,11,11
American Airlines,1934,1,1
Air France,1934,32,27
Aerevias Centrales Air Service,1934,1,1
Wyoming Air Service,1935,1,1
Western Air Express,1935,3,3
Wedell-Williams Air Service Corporation,1935,2,2
Varney Air Lines,1935,1,1
United Air Lines,1935,16,16
Trans Continental and Western Air,1935,15,6
TACA,1935,14,14
Servicio Aereo Columbiano / SCADTA,1935,20,17
Sabena,1935,11,11
Private,1935,2,2
Misrair,1935,6,3
Knowles Flying Service of Detroit,1935,12,3
KLM Royal Dutch Airlines,1935,40,26
Imperial Airways,1935,13,12
Holyman Airways,1935,5,5
Gor'ky Eskadril'ya,1935,50,50
Deutsche Lufthansa,1935,8,8
Deruluft,1935,11,14
Delta Air Lines,1935,4,4
Chicago and Southern Airlines,1935,2,2
Chamberlin Flying Service,1935,6,1
Braniff Airlines,1935,1,1
Air France,1935,10,8
Air Bleu,1935,2,1
Aero O-Y,1935,6,6
Aero Mayflower Transit Co,1935,3,3
,1935,9,6
Western Air Express,1936,7,7
Varney Air Lines,1936,3,3
United Air Lines,1936,12,12
Trans Continental and Western Air,1936,15,13
Swissair,1936,2,2
SCADTA,1936,2,2
Sabena,1936,2,2
Pan American Airways,1936,25,3
Northwest Orient Airlines,1936,2,2
North Sea Aerial and General Transport,1936,1,1
Mexicana,1936,2,2
Lloyd Aereo Boliviano,1936,13,13
KLM Royal Dutch Airlines,1936,17,15
Imperial Airways,1936,13,4
Holyman Airways,1936,2,2
Guernsey Airways,1936,7,7
Eastern Air Lines,1936,14,14
Deutsche Lufthansa,1936,52,29
Deruluft,1936,9,9
Den Norske Luftfartskole,1936,7,7
Compania de Mexico,1936,14,14
China National Aviation Corporation,1936,6,0
Chicago Southern Airlines,1936,8,8
British Airways,1936,6,4
Braniff Airways,1936,6,6
Blue Bird Air Service,1936,4,4
Avio Linee Italiane,1936,7,7
American Airlines,1936,25,20
Air France,1936,14,14
A B Aerotransport,1936,15,1
Western Air Express,1937,13,5
United Air Lines,1937,30,30
Trans Continental and Western Air,1937,13,13
Sabena,1937,23,23
Private - Purdue Reasearch Foundation,1937,2,2
Pan American Grace Airways,1937,17,17
KLM Royal Dutch Airlines,1937,20,19
Imperial Airways,1937,39,9
Guinea Airways,1937,2,1
Eastern Air Lines,1937,9,4
Deutsche Zeppelin Reederei,1937,97,35
Deutsche Lufthansa,1937,29,23
China National Aviation Corporation,1937,11,3
Ala Littoria,1937,9,9
Airlines of Australia,1937,7,5
Air France,1937,10,5
Wilson Airways,1938,3,3
United Airways of New Zealand,1938,2,2
United Air Lines,1938,17,17
TsAGI,1938,19,13
Trans Continental and Western Air,1938,9,9
Trans Canada Air Lines,1938,2,2
Syndicato Condor,1938,9,9
Sabena,1938,20,20
Qantas,1938,13,13
Pan American World Airways,1938,22,22
Pan American Grace Airways,1938,4,4
Northwest Orient Airlines,1938,29,29
North Queensland Airways,1938,9,5
Mexicana,1938,2,2
Macchi,1938,13,13
LOT Polish Airlines,1938,21,21
Lineas Aéreas Mineras,1938,6,1
KLM Royal Dutch Airlines,1938,23,10
Jersey Airways,1938,14,14
Japan Aviation Corporation,1938,12,10
Imperial Airways,1938,10,8
Ginger Coote Airways,1938,1,1
General Airways,1938,1,1
Deutsche Lufthansa,1938,44,40
Dai Nippon,1938,6,6
CSA Czech Airlines,1938,17,16
Cruzeiro do Sul,1938,17,2
China National Aviation Corporation,1938,17,14
British Airways,1938,2,2
Australian National Airways,1938,19,19
Ala Littoria,1938,39,39
Air France,1938,27,23
,1938,12,12
Syndicato Condor,1939,9,9
Swissair,1939,15,11
Sabena,1939,3,3
Pan American World Airways,1939,16,14
Northwest Orient Airlines,1939,4,4
Linee Aeree Italiane,1939,7,7
KLM Royal Dutch Airlines,1939,3,4
Indian National Airways,1939,2,2
Imperial Airways,1939,30,10
Iberia Airlines,1939,10,10
Guinea Airways,1939,4,4
Deutsche Lufthansa,1939,32,32
British Airways,1939,8,7
Braniff Airlines,1939,12,8
Boeing Aircraft Company,1939,10,10
Air France,1939,18,18
United Air Lines,1940,26,20
Pennsylvania Central Airlines,1940,25,25
LARES,1940,18,14
KNILM,1940,9,8
Imperial Airways,1940,8,8
Douglas Aircraft Company,1940,5,5
Deutsche Lufthansa,1940,57,33
China National Aviation Corporation,1940,14,9
British Overseas Airways,1940,3,3
Air France,1940,7,7
Aero O-Y,1940,9,9
,1940,18,18
Trans Continental and Western Air,1941,13,2
Trans Canada Air Lines,1941,12,12
South African Airways,1941,10,10
Panair do Brasil,1941,12,8
Pan American World Airways,1941,15,2
Pan American Airways,1941,3,3
Northwest Orient Airlines,1941,15,14
Manchurian Air Lines,1941,18,18
Malert Airlines,1941,12,12
LATI,1941,10,10
LARES,1941,15,15
Great Western and Southern Air Lines,1941,6,6
Eastern Air Lines,1941,16,9
Deutsche Lufthansa,1941,25,16
China National Aviation Corporation,1941,6,5
British Overseas Airways,1941,10,10
American Airlines,1941,20,20
Air France,1941,17,13
Western Airlines,1942,19,17
United Air Lines,1942,17,17
Trans Continental and Western Air,1942,22,22
Qantas,1942,27,22
Northwest Orient Airlines,1942,14,3
KNILM,1942,12,8
KLM Royal Dutch Airlines,1942,13,13
Guinea Airways Limited,1942,12,12
DLL,1942,16,2
Deutsche Lufthansa,1942,21,21
China National Aviation Corporation,1942,17,13
British Overseas Airways,1942,29,29
American Export Airlines,1942,37,11
Air France,1942,25,29
VASP,1943,21,18
Qantas,1943,28,28
Private - Boeing Aircraft Company,1943,10,10
Pan American World Airways,1943,58,44
Pan American Grace Airlines,1943,15,14
China National Aviation Corporation,1943,18,17
British Overseas Airways,1943,109,94
American Airlines,1943,37,35
Aktiebolaget Aerotransport,1943,7,7
AB Aerotransport,1943,15,13
,1943,13,12
Varig,1944,10,10
U. S. Air Force,1944,19,19
Trans-Canada Air Lines,1944,5,5
Trans Continental and Western Air,1944,41,33
TACA,1944,16,16
Qantas,1944,30,1
Panair do Brasil,1944,33,33
Pan American World Airways,1944,37,23
Pan American Airways,1944,24,22
Deutsche Lufthansa,1944,103,82
China National Aviation Corporation,1944,44,42
BOAC,1944,15,15
American Airlines,1944,24,24
Pennsylvania Central Airlines,1945,20,20
Pan American World Airways,1945,44,27
Page Airways,1945,13,6
Navegacao Aerea Brasileira,1945,11,11
National Airlines,1945,15,2
Mexicana,1945,16,16
MaRobertson Miller Airlines,1945,11,2
Lineas Aereas Mineras,1945,12,12
Faucett,1945,5,5
Eastern Air Lines,1945,34,23
Deutsche Lufthansa,1945,21,21
China National Aviation Corporation,1945,50,48
Australian National Airways,1945,10,10
American Airlines,1945,46,41
Air France,1945,8,8
,1945,18,18
Winged Cargo Inc.,1946,7,7
Western Airlines,1946,23,23
Viking Air Transport,1946,27,27
United Air Lines,1946,82,25
Trans-Luxury Airlines,1946,22,21
Trans Luxury Airlines,1946,25,2
Trans Continental and Western Air,1946,29,18
TACA,1946,21,19
Socotra,1946,24,1
Sabena,1946,51,28
Pennsylvania Central Airlines,1946,11,3
Panair do Brasil,1946,25,25
National Air Transport Services,1946,13,13
Mt. McKinley Airfreight,1946,4,4
Misrair,1946,9,6
Mililtary - Royal Canadian Air Force,1946,7,7
Lineas Aéreas Costarricenses  LACSA,1946,22,22
KLM Royal Dutch Airlines,1946,26,26
Kansas City Southern Skyways,1946,2,2
Fuerza Aérea Argentina,1946,18,5
Far Eastern Air Transport,1946,14,12
FAMA (Argentina),1946,21,21
Empressa Commun. Aéreas de Veracruz,1946,15,15
Eastern Air Lines,1946,17,17
DNL,1946,13,13
CTA LanguedoRoussillon,1946,27,23
China National Aviation Corporation,1946,31,118
Ceskoslovenske Aerolinie,1946,14,10
Central Air Transport,1946,49,13
British South American Airways,1946,24,24
British Overseas Airways /Qantas,1946,10,10
British Overseas Airways,1946,23,9
British European Airways,1946,16,3
BOAC,1946,5,1
Australian National Airways,1946,25,25
AtlantiCentral Airlines,1946,6,4
ANDESA,1946,30,30
American Overseas Airlines,1946,39,39
American Airlines,1946,48,29
Air Ocean,1946,16,16
Air France,1946,51,44
Aeroflot,1946,24,24
,1946,14,14
VIARCO,1947,9,9
United Air Lines,1947,101,96
Transporturile Aeriene Romano-Sovietice,1947,3,3
Trans Continental and Western Air,1947,9,9
Trans Canada Air Lines,1947,15,15
Trafik-Turist-Transportflyg,1947,25,20
TARS,1947,26,13
TACA,1947,8,8
Stratofreight,1947,3,3
Spencer Airways / Ceskoslovenske Aerolinie,1947,23,12
Société Auxiliare de Navigation Aérienne,1947,2,2
Societe Aerienne du Littoral,1947,43,41
Slick Airways,1947,5,5
Servicio Aéreo Panini,1947,9,5
Philippine Air Lines,1947,4,4
Philippine Air Express,1947,5,5
Pennsylvania Central Airlines,1947,50,50
Panair do Brasil,1947,14,11
Pan American World Airways,1947,54,32
Norwegian Airlines,1947,35,35
Nationwide Air Transport,1947,23,3
Linea Aeropostal Venezolana,1947,27,27
KLM Royal Dutch Airlines,1947,22,22
JAT Yugoslav Airlines,1947,22,22
International Air Freight,1947,3,1
Flugefelag,1947,25,25
Flota Aérea Mercante Argentina,1947,24,7
Far Eastern Air Transport,1947,42,7
Eastern Air Lines,1947,72,71
Delta Air Lines,1947,10,10
Columbia Air Cargo,1947,13,13
China National Aviation Corporation,1947,86,84
Burke Air Transport,1947,36,14
British South American Airways,1947,26,17
British Overseas Airways,1947,48,24
AVIANCA,1947,70,70
American Airlines,1947,84,3
Alaska Airlines,1947,28,8
Air Transport,1947,30,25
Air India,1947,23,23
Air France,1947,54,53
Aerovias Cuba International,1947,12,12
Aero Cargo,1947,19,1
AB Aerotransport,1947,49,45
United Air Lines,1948,43,43
Transport Comp. Algerienne de T.A.,1948,9,9
Société de Transports Aériens,1948,4,4
Società Aerea Teseo,1948,10,7
Slick Airways,1948,2,2
Skyways of London,1948,10,10
Scandinavian Airlines (SAS),1948,32,32
Sabena,1948,67,64
Rimouski Airlines,1948,26,26
Pan American World Airways,1948,31,30
Pan African Air Charter,1948,12,12
Pakistan Airways,1948,21,21
PacifiAlaska Air Freight,1948,17,17
Onzeair,1948,4,4
Norwegian Airlines,1948,45,19
Northwest Orient Airlines,1948,72,69
New Zealand National Airways,1948,15,15
Mercury Aviation,1948,13,13
Mannin Airways,1948,9,8
Loftleidir IcelandiAirlines,1948,5,5
Linea Aeropostal Venezolana,1948,17,1
Latecoere Airlines,1948,14,14
LANSA,1948,30,30
KLM Royal Dutch Airlines,1948,40,40
Indian National Airlines,1948,19,19
Iberia Airlines,1948,27,27
Hargreaves Airways,1948,8,6
Eastern Air Lines,1948,78,6
Dominicana,1948,31,31
Det Danske Luftfartselskab,1948,21,12
Delta Air Lines,1948,13,12
Cruzeiro,1948,6,6
Commercial Airways,1948,12,12
Coastal Air Lines,1948,27,18
Civil Air Transport,1948,24,19
China National Aviation Corporation,1948,54,38
Ceskoslovenske Aerolinie,1948,23,23
Central Air Transport,1948,40,9
Cathay PacifiAirways,1948,26,25
Bruning Aviation,1948,2,2
British South American Airways,1948,31,31
British European Airways,1948,18,1
Avio Linee Italiane,1948,12,8
Avensa,1948,3,3
Australian National Airways,1948,36,16
Alpha Airways,1948,4,4
ALFA,1948,24,18
Airline Transport Carriers,1948,32,32
Airborne Transport,1948,32,32
Air Transport Charter,1948,4,3
Air France,1948,68,68
Aigle Azur,1948,16,16
Agencia Interamericana de Aviada,1948,15,14
Aerovias Brasil,1948,5,5
,1948,7,7
Viacao Aerea Gaucha S.A.,1949,12,12
Varig,1949,36,5
Transocean Air Lines,1949,58,8
Tech - Aeronautical Explotiation,1949,22,22
TAM (Peru),1949,26,22
Strato Freight,1949,81,53
Standard Airlines,1949,48,35
Slick Airways,1949,4,4
Skyways of London,1949,53,1
Skyways,1949,3,3
Shell Co of Ecuador,1949,34,34
Seattle Air Charter,1949,30,14
Scandinavian Airlines (SAS),1949,27,27
Saint Lawrence Airways,1949,6,6
SAETA,1949,32,32
Sabena,1949,28,13
REAL,1949,22,20
Queensland Airlines,1949,16,16
Philippine Air Lines,1949,13,13
Pan American World Airways,1949,35,2
Pan African Air Charter,1949,30,30
Pakair,1949,26,26
New Zealand National Airways,1949,15,15
Mexicana,1949,41,41
MaRoberston-Miller Airlines,1949,18,18
Lineas Aéreas Brasil,1949,30,5
KLM Royal Dutch Airlines,1949,78,78
Harrington's Inc,1949,3,3
Flota Aérea Mercante Argentina,1949,27,5
Faucett,1949,16,16
Dalmia Jain Airways,1949,13,13
Coastal Cargo,1949,2,2
Civil Air Transport,1949,78,55
Cathay PacifiAirways,1949,23,23
Capital Airlines,1949,23,6
Canadian PacifiAir Lines,1949,23,23
British South American Airways,1949,37,23
British European Airways,1949,24,24
Bharat Airways,1949,7,7
Avio Linee Italiane,1949,31,31
AVIANCA,1949,14,3
Arrow Airlines,1949,9,9
American Airlines,1949,46,28
Alaska Airlines,1949,6,5
Air Transport Associates,1949,32,2
Air France,1949,86,53
Aero Holland,1949,35,34
Westair Transport,1950,65,28
VASP,1950,9,9
Trans World Airlines,1950,55,55
T.A. Intercontinentaux,1950,56,46
Svenska Aero,1950,10,10
Societe Transatlantique Aerienne,1950,14,14
Societe Indochinoise de Transport Aeriens,1950,4,4
SEMAF,1950,12,12
Robinson Airlines,1950,23,16
Regina Cargo Airlines,1950,2,1
Philippine Air Lines,1950,4,4
Panair do Brasil,1950,50,50
Northwest Orient Airlines,1950,98,98
New Tribes Mission,1950,36,36
Lineas Aéreas Nacionales,1950,25,25
LANSA,1950,26,25
KLM Royal Dutch Airlines,1950,7,7
JAT Yugoslav Airlines,1950,11,10
Iran Air,1950,16,16
Indian National Airlines,1950,22,22
Indamer,1950,3,3
Garuda Indonesia Airlines,1950,23,2
Faucett,1950,9,9
Fairflight Ltd.,1950,83,80
Ejercito del Aire,1950,16,16
DTA Angola Airlines,1950,9,9
Devlet Hava Yollairi,1950,15,15
Deccan Airways,1950,3,3
Curtiss-Reid Flying Services Ltd. (Canada),1950,52,52
Cie Air Transport,1950,26,26
Ceskoslovenske Aerolinie,1950,5,5
Canadian PacifiAir Lines,1950,18,2
British European Airways,1950,59,56
AVIANCA,1950,15,15
Avensa,1950,31,31
Ansett ANA,1950,29,29
Air India,1950,69,69
Air France,1950,105,86
Air Atlas,1950,14,9
Aigle Azur,1950,29,22
Aerovias Brasil,1950,15,13
Aerolineas Argentinas,1950,18,17
VASP,1951,19,19
United Airways,1951,12,12
United Air Lines,1951,117,117
Transocean Air Lines,1951,33,5
Trans Australia Airlines,1951,2,2
Southwest Airways,1951,22,22
South African Airways,1951,17,17
Societe Alpes Provence,1951,39,39
Sociedad Aeronautica Medellin,1951,3,3
Siamese Airways,1951,16,16
Sabena,1951,3,3
REAL,1951,10,10
Queen Charlotte Airlines,1951,23,23
Qantas,1951,10,10
Pan American World Airways,1951,40,40
PacifiOverseas Airways,1951,24,24
Northwest Orient Airlines,1951,10,10
National Airlines,1951,28,7
Misrair,1951,22,22
Mid Continent Airlines,1951,25,16
Miami Airlines,1951,56,56
LOT Polish Airlines,1951,16,16
Loide Aereo Nacional,1951,33,33
Loide Aéreo Nacional,1951,7,7
Lineas Aereas Unidas,1951,21,13
Lineas Aéreas Trans. Brasileira,1951,19,2
Lineas Aéreas Nacionales,1951,2,2
LANSA,1951,27,27
Kalinga Airlines,1951,3,3
JAT Yugoslav Airlines,1951,26,26
Indamer,1951,3,3
Icelandair,1951,20,20
Hunting Air Travel,1951,32,2
Frigorifico Cooperativo Los Andes,1951,27,27
El Al,1951,7,6
Devlet Hava Yollari,1951,5,5
Deccan Airways,1951,17,16
Cruzeiro,1951,14,3
Continental Charters,1951,40,26
Canadian PacifiAir Lines,1951,37,37
AVIANCA,1951,26,26
Alitalia,1951,17,14
Air Outre-Mer,1951,3,3
Air India,1951,28,22
Air France,1951,34,34
Air Carriers,1951,10,10
Aerolineas Argentinas,1951,20,11
Aero Transportes,1951,8,8
VASP,1952,22,5
US Airlines,1952,2,2
Union Aeromaritime de Transport,1952,6,5
Transportes Areos Nacionales,1952,24,24
TACA,1952,12,12
TABSO,1952,18,18
Swedish Air Force,1952,8,8
STAAP,1952,9,9
Société Aérienne de Tr. Tropicaux,1952,21,17
SAM Colombia,1952,46,46
Sabena,1952,15,15
Rutas Aéreas Nacionales SA,1952,3,3
REAL,1952,28,14
Private - de Havilland Aircraft,1952,1,1
Phoenix Airlines,1952,4,2
Philippine Air Lines,1952,42,15
Panair do Brasil,1952,8,8
Pan American World Airways,1952,146,103
Northwest Orient Airlines,1952,43,36
North Continental Airlines (Robin Airlines),1952,29,29
National Airlines,1952,63,29
Maritime Central Airways,1952,4,4
Loide Aéreo Nacional,1952,6,6
KLM Royal Dutch Airlines,1952,47,44
Kalinga Airlines,1952,7,7
Japan Air Lines,1952,37,37
Iran Air,1952,29,27
Hunting Air Travel,1952,31,31
Garuda Indonesia Airlines,1952,17,17
Fred Olsen Flyveselskap,1952,29,11
Deccan Airways,1952,25,12
Cubana de Aviacion,1952,41,37
British Overseas Airways,1952,18,1
Avensa,1952,5,3
American Airlines,1952,23,23
Airwork,1952,57,7
Air France,1952,49,44
Aeroflot,1952,70,70
Aer Lingus,1952,23,23
Western Airlines,1953,10,8
Transportes Aéreos Salvador,1953,14,14
Transportes Aéreos Mexicanos,1953,2,1
Transocean Air Lines,1953,93,93
TACA,1953,3,3
Syrian Airways,1953,15,9
Slick Airways,1953,2,2
Sabena,1953,88,45
Resort Airlines,1953,41,25
Regina Cargo Airlines,1953,21,21
Panair do Brasil,1953,17,17
Orient Airways,1953,41,17
National Airlines,1953,46,46
Miami Airlines,1953,25,7
Lloyd Aereo Boliviano,1953,28,28
Linee Aeree Italiane,1953,19,19
Lancashire Aircraft Corporation (Skyways),1953,39,39
LAN,1953,7,7
LACSA,1953,14,11
KLM Royal Dutch Airlines,1953,34,0
Indian Airlines,1953,14,13
Flying Tiger Line,1953,7,7
Eastern Air Lines,1953,27,2
Devlet Hava Yollari,1953,21,5
Delta Air Lines,1953,20,19
Compagnie Sila,1953,7,2
Central African Airways,1953,13,13
Caribbean International Airways,1953,13,13
Canadian PacifiAir Lines,1953,30,13
British Overseas Airways,1953,43,43
British European Airways,1953,35,27
British Commonwealth PacifiAirlines,1953,19,19
Aviateca,1953,2,2
Aviaco,1953,33,23
Autrex,1953,20,5
Associated Air Transport,1953,40,40
American Airlines,1953,28,28
Airways,1953,3,3
Air Outremer,1953,18,18
Air India,1953,18,18
Air France,1953,88,50
Aigle Azur,1953,72,72
Aerovias Contreras,1953,23,23
Aeroflot,1953,21,21
Zantop Air Transport,1954,3,3
Western Airlines,1954,9,9
Varig,1954,3,3
Transportes Aereos Nacionales,1954,19,19
Trans Canada Air Lines / RCAF,1954,36,36
TAM (Brazil),1954,24,24
TAA,1954,8,3
Swissair,1954,9,3
Societe Indochinoise de Raviteillement,1954,23,16
Soc. de Tr. Aériens d'Extrême Orient,1954,4,4
Sabena,1954,4,1
Queensland Airlines,1954,2,2
Philippine Air Lines,1954,16,16
Northeast Airlines,1954,7,2
New Zealand National Airways,1954,28,3
Misrair,1954,4,3
Linee Aeree Italiane,1954,32,26
Linea Aeropostal Venezolana,1954,2,2
LAN,1954,16,16
KLM Royal Dutch Airlines,1954,77,49
Johnson Flying Service,1954,28,10
Indian Airlines,1954,3,3
Devlet Hava Yollari,1954,35,29
Darbhanga Aviation,1954,11,5
Cruzeiro,1954,30,6
Ceskoslovenske Aerolinie,1954,15,15
Ceskoslovenské Aerolinie,1954,4,4
Cathay PacifiAirways,1954,18,10
British Overseas Airways,1954,132,117
Braniff Airlines,1954,19,12
AVIANCA,1954,51,51
Autrex,1954,7,7
Ariana Afghan Airlines,1954,21,21
Alaska Airlines,1954,2,2
Air Vietnam (South Vietnam),1954,55,47
Air Laos,1954,28,28
Aeronaves de Mexico,1954,18,18
Aerolineas Argentinas,1954,25,25
Aeroflot,1954,62,62
West African Airways,1955,13,13
United Air Lines,1955,152,113
Union of Burma Airways,1955,9,9
Union des Transportes Aeriens,1955,14,12
Union Aéromaritime de Transport,1955,3,3
Trans World Airlines / Castleton Inc.,1955,15,15
Trans World Airlines,1955,16,16
Tigres Voladores,1955,18,18
Societe France Hydro,1955,16,16
Sabena,1955,29,29
Riddle Airlines,1955,2,2
REAL,1955,21,5
Peninsular,1955,74,28
Panair do Brasil,1955,24,16
Pan American World Airways,1955,23,4
PacifiWestern Airlines,1955,6,2
Mexicana,1955,26,26
Lineas Areas Unidas,1955,22,22
Linea Aeropostal Venezolana,1955,13,4
Kalinga Airlines,1955,3,2
JAT Yugoslav Airlines,1955,29,7
Interamericana de Aviacion,1955,5,5
Indian Airlines,1955,10,10
Flying Tiger Line,1955,5,3
Faucett,1955,35,19
El Al,1955,58,58
Eastern Air Lines,1955,17,17
East African Airways,1955,20,20
Currey Air Transport,1955,33,3
Cruzeiro Do Sud,1955,26,26
Cruzeiro,1955,19,19
Central African Airways,1955,26,1
British Overseas Airways,1955,47,15
Braniff Airlines,1955,43,22
AVIANCA,1955,8,8
Associated Airways,1955,4,3
American Airlines,1955,65,43
Air India,1955,19,19
Aeroflot,1955,25,25
